"","ia_1ad","ia_2ad","ia_3ad","ia_4ad","ia_5ad","ia_6ad","ia_7men","ia_8men","ia_9men","ia_10men","ia_11men","ia_12men","plb_m","tot_integ"
"405",1,0,1,0,0,0,0,0,0,0,0,0,0,4
"406",1,1,1,0,1,0,1,0,0,0,0,0,1,3
"407",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"408",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"409",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"410",1,1,1,1,1,1,1,1,1,0,0,0,0,2
"411",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"412",1,1,0,0,1,0,1,1,1,1,1,1,0,7
"413",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"414",0,1,1,1,1,1,1,1,0,0,0,0,0,3
"415",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"416",1,0,0,0,0,0,1,1,1,0,0,0,1,2
"417",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"418",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"419",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"420",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"421",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"422",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"423",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"424",1,0,0,0,0,1,1,1,1,0,0,1,1,8
"425",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"426",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"427",1,1,1,1,1,1,1,1,1,1,1,1,0,5
"428",1,0,1,0,0,0,0,0,1,0,1,0,1,5
"429",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"430",1,0,0,0,0,0,0,0,0,0,0,0,1,6
"431",0,0,1,0,0,0,0,0,1,0,0,0,0,6
"432",1,1,1,1,1,0,1,0,0,0,0,0,0,4
"433",1,1,1,0,1,1,1,1,1,0,0,0,0,5
"434",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"435",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"436",0,0,0,0,0,0,1,0,0,0,0,0,0,5
"437",0,1,1,1,0,1,0,0,0,0,0,0,0,7
"438",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"439",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"440",0,1,1,0,0,1,1,1,0,0,0,0,0,5
"441",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"442",0,0,0,0,0,0,0,0,0,0,0,0,1,8
"443",1,1,1,1,0,0,1,0,0,0,0,0,1,5
"444",1,0,1,0,0,0,0,0,0,0,0,0,0,3
"445",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"446",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"447",1,0,1,1,1,1,1,1,1,1,1,1,1,6
"448",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"449",1,1,1,0,1,1,0,0,0,0,0,0,0,10
"450",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"451",1,1,1,1,1,1,1,1,1,1,1,1,0,3
"452",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"453",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"454",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"455",1,0,0,0,0,0,0,0,0,0,0,0,1,5
"456",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"457",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"458",1,1,0,0,1,0,1,1,0,0,0,0,0,9
"459",1,1,1,1,1,1,0,1,1,0,0,1,0,4
"460",1,0,0,0,0,0,1,1,0,0,0,0,0,4
"461",1,1,1,0,0,0,1,0,0,0,0,0,1,6
"462",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"463",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"464",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"465",1,0,0,0,0,0,1,0,0,0,0,0,0,6
"466",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"467",1,1,1,1,1,1,1,1,1,1,1,0,1,5
"468",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"469",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"470",1,0,0,0,0,0,1,0,0,1,0,0,1,4
"471",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"472",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"473",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"474",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"475",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"476",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"477",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"478",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"479",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"480",1,1,1,1,1,1,0,0,0,0,0,0,0,3
"481",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"482",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"483",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"484",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"485",0,0,0,1,0,0,0,0,0,0,0,0,0,3
"486",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"487",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"488",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"489",1,0,1,0,0,0,0,0,0,0,0,0,0,4
"490",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"491",1,1,1,1,1,0,1,1,1,1,1,0,0,5
"492",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"493",1,0,1,0,0,0,0,0,0,0,0,0,0,2
"494",0,0,0,1,0,0,1,1,1,0,0,0,0,4
"495",1,0,0,0,0,0,1,0,0,0,0,0,1,4
"496",1,0,0,0,0,0,1,0,0,0,0,0,0,7
"497",1,0,0,0,0,0,0,0,0,0,0,0,0,7
"498",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"499",1,1,1,0,1,0,1,1,1,1,1,0,1,5
"500",1,1,1,1,1,1,1,1,1,1,1,1,1,2
"501",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"502",0,1,1,1,0,0,0,0,0,0,0,0,0,7
"503",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"504",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"505",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"506",0,0,1,0,0,0,1,0,0,0,0,0,0,9
"507",1,1,1,0,1,0,1,1,1,1,0,0,0,3
"508",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"509",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"510",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"511",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"512",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"513",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"514",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"515",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"516",1,1,1,0,1,0,1,1,1,1,1,0,0,5
"517",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"518",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"519",1,0,1,0,0,0,0,0,0,0,0,0,0,6
"520",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"521",0,0,0,1,0,0,1,0,0,0,0,0,0,3
"522",1,0,1,1,0,0,1,1,1,0,0,0,0,6
"523",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"524",1,0,1,1,0,0,1,1,1,0,0,0,1,7
"525",1,0,0,0,0,0,0,0,0,0,0,0,0,8
"526",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"527",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"528",1,1,1,1,0,1,1,1,1,0,0,0,1,4
"529",1,0,0,0,0,0,1,0,0,0,0,0,1,4
"530",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"531",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"532",1,0,0,0,0,0,1,1,1,0,1,1,0,4
"533",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"534",0,0,0,0,0,0,0,0,1,0,0,0,0,6
"535",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"536",0,0,1,1,0,0,0,0,0,0,0,0,0,5
"537",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"538",1,1,1,1,0,0,1,1,0,0,1,0,0,7
"539",1,0,1,1,1,0,1,1,1,0,0,0,1,5
"540",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"541",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"542",1,1,1,0,1,1,1,0,0,0,0,0,0,3
"543",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"544",1,1,1,1,1,1,1,1,1,1,1,1,1,20
"545",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"546",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"547",1,1,1,1,1,1,1,1,1,1,1,1,1,4
"548",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"549",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"550",1,0,0,0,0,0,0,0,0,0,0,0,0,12
"551",1,1,0,0,0,1,1,0,1,0,0,0,1,6
"552",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"553",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"554",0,0,0,0,0,0,1,0,0,0,0,0,0,6
"555",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"556",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"557",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"558",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"559",0,0,1,0,0,0,1,1,0,0,1,0,0,2
"560",1,1,1,1,1,1,0,0,0,0,0,0,0,5
"561",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"562",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"563",0,0,0,0,0,0,0,0,0,0,0,0,1,9
"564",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"565",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"566",1,1,1,0,1,0,1,1,1,0,0,0,0,6
"567",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"568",1,0,0,0,1,0,0,0,0,0,0,0,0,4
"569",0,0,0,0,0,0,1,1,1,0,0,0,0,4
"570",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"571",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"572",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"573",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"574",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"575",1,0,0,0,0,0,0,0,0,0,0,0,0,11
"576",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"577",1,0,1,0,0,0,1,1,1,0,0,0,0,8
"578",0,1,1,1,1,0,0,0,0,0,0,0,0,4
"579",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"580",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"581",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"582",1,1,1,1,0,0,1,1,0,0,0,0,0,4
"583",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"584",1,0,0,1,1,1,1,1,0,0,0,0,1,9
"585",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"586",1,0,0,0,0,1,0,0,0,1,1,0,0,5
"587",1,0,0,0,0,0,0,0,0,0,0,0,0,8
"588",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"589",1,0,1,0,0,0,1,1,0,0,0,1,0,5
"590",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"591",0,0,1,1,1,0,1,1,1,1,1,0,0,5
"592",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"593",1,0,1,0,0,0,1,1,1,0,0,0,0,4
"594",0,0,1,0,0,0,0,0,0,0,0,0,1,5
"595",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"596",1,1,1,0,1,0,0,0,0,0,0,0,0,5
"597",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"598",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"599",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"600",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"601",1,1,1,0,1,0,1,1,1,0,0,0,0,4
"602",0,0,0,0,0,0,1,0,0,1,0,0,1,5
"603",1,0,1,0,1,0,1,1,1,0,0,0,0,4
"604",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"605",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"606",1,1,0,0,1,1,0,1,0,1,1,0,0,5
"607",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"608",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"609",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"610",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"611",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"612",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"613",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"614",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"615",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"616",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"617",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"618",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"619",1,0,1,1,0,0,0,0,0,0,0,0,0,4
"620",0,0,1,1,0,0,0,0,0,0,0,0,1,5
"621",1,0,1,0,0,0,0,0,1,0,0,0,0,3
"622",1,1,1,0,1,1,0,1,1,1,1,1,0,4
"623",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"624",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"625",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"626",1,1,1,1,1,0,1,1,1,0,1,0,1,5
"627",0,0,1,0,0,0,0,0,1,0,0,0,0,6
"628",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"629",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"630",1,1,1,1,1,0,0,0,0,0,1,0,1,4
"631",1,1,1,1,0,1,0,0,0,0,0,0,0,5
"632",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"633",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"634",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"635",1,1,1,0,1,0,0,0,0,0,0,0,0,4
"636",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"637",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"638",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"639",1,0,0,1,0,0,1,0,0,0,0,0,0,4
"640",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"641",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"642",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"643",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"644",0,0,1,0,0,0,0,0,0,0,0,0,0,4
"645",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"646",0,0,0,0,1,1,1,0,0,0,0,0,1,7
"647",1,0,1,1,1,0,1,0,0,0,0,0,0,6
"648",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"649",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"650",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"651",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"652",1,1,1,1,1,1,1,1,1,0,0,0,1,4
"653",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"654",1,0,0,0,0,0,0,0,0,0,0,0,1,3
"655",1,1,1,0,0,0,1,0,0,0,0,0,0,4
"656",1,0,1,0,0,1,1,1,1,0,0,0,1,8
"657",1,0,1,1,1,1,0,0,0,0,0,0,1,4
"658",1,0,1,0,0,0,1,0,0,0,0,0,0,5
"659",1,1,1,1,0,0,0,0,0,0,0,0,0,4
"660",1,0,0,0,0,1,0,0,0,0,0,0,0,4
"661",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"662",1,0,1,0,0,0,1,1,0,0,0,0,0,3
"663",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"664",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"665",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"666",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"667",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"668",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"669",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"670",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"671",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"672",0,0,0,0,0,0,1,0,0,0,0,0,0,4
"673",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"674",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"675",1,1,1,1,1,0,0,0,0,0,0,0,0,3
"676",1,1,1,1,1,1,0,0,0,1,0,0,0,6
"677",1,0,0,0,0,0,0,0,0,0,0,0,1,4
"678",0,0,0,0,0,0,0,0,0,0,0,0,1,2
"679",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"680",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"681",1,0,1,1,0,1,1,1,1,0,0,0,0,4
"682",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"683",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"684",1,0,1,0,1,1,1,1,1,0,0,0,0,5
"685",1,0,1,0,0,0,0,0,0,0,0,0,0,4
"686",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"687",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"688",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"689",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"690",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"691",0,1,1,0,1,1,0,1,0,0,0,0,0,4
"692",1,0,1,0,0,0,1,1,1,1,1,0,0,6
"693",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"694",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"695",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"696",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"697",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"698",1,0,0,0,0,0,0,0,0,0,0,0,0,6
"699",1,0,1,0,0,0,0,0,0,0,0,0,0,9
"700",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"701",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"702",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"703",1,1,1,1,1,1,1,1,1,1,1,1,0,6
"704",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"705",0,0,1,0,0,0,0,0,0,0,0,0,0,5
"706",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"707",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"708",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"709",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"710",1,1,1,0,0,0,1,1,0,0,1,1,0,5
"711",1,1,1,1,1,1,1,1,1,0,1,0,0,3
"712",1,1,1,1,1,1,1,1,1,1,1,1,0,6
"713",1,1,1,0,0,0,0,0,0,0,0,0,1,5
"714",1,1,1,1,1,0,0,0,0,0,0,0,0,3
"715",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"716",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"717",1,1,1,1,1,0,1,0,1,1,0,0,0,6
"718",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"719",0,0,1,0,0,0,0,0,0,0,0,0,0,3
"720",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"721",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"722",1,1,1,1,1,1,1,1,1,1,1,1,0,5
"723",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"724",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"725",0,0,0,0,0,0,1,1,0,0,0,0,0,4
"726",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"727",1,1,1,0,1,0,1,1,1,1,0,1,0,7
"728",1,0,1,0,1,0,0,0,0,0,0,0,0,6
"729",1,1,1,1,1,1,1,1,1,1,1,1,0,3
"730",1,1,1,0,0,0,1,1,1,0,0,0,0,3
"731",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"732",0,0,1,0,0,0,0,0,0,0,0,0,0,3
"733",0,1,1,0,0,0,0,0,0,0,0,0,1,5
"734",1,1,1,0,1,0,0,0,0,1,1,0,0,5
"735",1,0,0,0,0,0,1,1,0,0,0,0,0,6
"736",1,1,1,0,0,0,0,0,0,0,0,0,0,8
"737",1,0,0,0,0,0,1,0,0,0,0,0,1,8
"738",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"739",0,0,0,0,0,0,1,1,1,1,1,0,0,7
"740",0,0,0,0,0,0,1,0,0,0,0,0,0,3
"741",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"742",0,0,0,0,0,0,1,0,0,0,0,0,0,4
"743",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"744",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"745",1,1,1,0,0,0,1,0,0,0,0,0,0,4
"746",1,0,0,0,0,0,1,0,0,0,0,0,0,7
"747",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"748",1,1,1,0,1,0,0,0,0,0,0,0,0,3
"749",0,0,1,0,0,0,0,0,0,0,0,0,0,3
"750",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"751",1,0,1,0,0,0,0,0,0,0,0,0,0,2
"752",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"753",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"754",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"755",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"756",1,0,1,0,0,0,0,0,0,0,0,0,0,4
"757",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"758",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"759",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"760",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"761",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"762",1,0,1,0,0,0,1,0,0,0,0,0,0,8
"763",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"764",0,1,0,0,0,0,0,0,0,0,0,0,1,5
"765",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"766",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"767",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"768",1,1,1,1,1,1,0,0,0,0,0,0,0,3
"769",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"770",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"771",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"772",1,1,1,1,1,1,1,1,1,0,0,0,0,3
"773",1,0,1,0,0,0,0,0,0,0,0,0,0,2
"774",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"775",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"776",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"777",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"778",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"779",0,0,0,0,1,1,0,0,0,0,0,0,0,6
"780",1,0,1,0,1,0,1,1,1,1,1,1,0,5
"781",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"782",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"783",1,1,1,1,0,0,0,0,0,0,0,0,0,8
"784",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"785",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"786",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"787",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"788",1,1,0,0,0,0,1,1,1,1,0,0,1,6
"789",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"790",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"791",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"792",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"793",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"794",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"795",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"796",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"797",1,1,1,0,1,0,0,0,0,0,0,0,0,3
"798",1,0,0,0,1,0,1,1,1,1,0,0,0,5
"799",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"800",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"801",1,1,1,1,0,0,1,1,1,1,1,0,0,5
"802",1,1,1,0,1,0,1,1,1,0,0,0,0,4
"803",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"804",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"805",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"806",1,1,1,0,1,1,1,1,1,1,1,0,0,3
"807",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"808",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"809",0,0,0,0,0,0,0,0,0,0,0,0,0,10
"810",0,0,0,0,0,0,0,0,0,0,0,0,0,4
