"","ia_1ad","ia_2ad","ia_3ad","ia_4ad","ia_5ad","ia_6ad","ia_7men","ia_8men","ia_9men","ia_10men","ia_11men","ia_12men","plb_m","tot_integ"
"811",1,0,0,0,1,1,1,1,1,0,0,0,0,2
"812",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"813",1,1,1,1,1,1,1,1,1,1,1,0,0,4
"814",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"815",0,0,0,0,0,0,0,0,0,0,0,0,1,8
"816",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"817",0,0,0,0,0,0,0,0,0,0,0,0,0,10
"818",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"819",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"820",1,0,1,0,0,0,0,0,0,0,0,0,0,4
"821",1,0,1,0,0,1,0,0,0,0,0,0,0,4
"822",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"823",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"824",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"825",0,0,1,0,1,1,1,1,1,1,1,1,0,5
"826",1,0,0,0,0,0,0,0,0,0,0,0,0,6
"827",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"828",1,1,1,1,1,0,1,1,1,0,1,1,0,5
"829",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"830",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"831",1,0,1,0,0,0,1,1,0,0,0,0,1,6
"832",1,0,0,0,1,0,1,0,0,0,0,0,0,5
"833",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"834",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"835",1,1,1,1,1,0,1,1,1,0,0,1,0,6
"836",0,0,1,0,0,0,1,0,1,0,0,0,0,7
"837",1,0,0,1,1,0,1,1,1,0,0,0,0,8
"838",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"839",1,1,1,1,1,1,1,1,1,1,1,1,1,4
"840",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"841",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"842",0,0,0,0,0,0,0,0,0,0,0,0,1,2
"843",1,0,1,0,0,0,0,0,0,0,0,0,0,5
"844",0,0,0,0,0,0,0,0,0,0,0,0,0,11
"845",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"846",1,1,1,0,1,1,1,1,1,1,0,0,0,5
"847",1,0,0,0,0,0,1,0,0,0,1,0,1,5
"848",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"849",1,1,1,1,1,1,1,1,1,1,1,1,0,2
"850",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"851",0,0,1,0,0,0,0,0,0,0,0,0,0,4
"852",1,1,1,1,1,1,1,1,1,0,1,0,0,6
"853",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"854",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"855",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"856",1,0,1,0,0,1,1,0,0,0,0,0,0,4
"857",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"858",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"859",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"860",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"861",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"862",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"863",1,1,1,1,0,0,0,1,1,0,0,0,0,5
"864",0,0,1,1,0,0,0,0,0,0,0,0,0,5
"865",0,0,0,0,0,1,0,0,0,0,0,0,0,3
"866",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"867",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"868",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"869",0,0,1,0,0,0,0,0,0,0,0,0,0,3
"870",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"871",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"872",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"873",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"874",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"875",1,1,1,1,1,1,1,1,1,0,0,0,0,11
"876",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"877",0,0,0,0,0,0,0,0,0,0,0,0,1,8
"878",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"879",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"880",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"881",1,0,0,0,0,0,1,0,1,0,0,0,1,6
"882",0,0,0,1,0,0,0,0,0,0,0,0,0,6
"883",1,1,1,1,1,1,1,1,0,0,0,0,1,5
"884",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"885",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"886",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"887",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"888",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"889",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"890",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"891",1,1,1,1,1,1,1,1,1,1,1,1,0,6
"892",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"893",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"894",1,0,0,0,1,0,1,1,1,0,0,0,0,4
"895",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"896",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"897",1,0,0,0,0,0,1,0,0,0,0,0,0,12
"898",0,0,1,0,0,0,0,0,0,0,0,0,1,5
"899",1,1,1,1,0,0,1,1,1,1,0,0,1,3
"900",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"901",1,0,1,0,0,0,1,0,0,0,0,0,0,4
"902",1,0,1,0,0,0,1,0,1,0,0,0,0,4
"903",1,0,1,1,0,0,1,0,0,0,0,0,1,3
"904",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"905",1,0,0,0,0,0,1,0,0,0,0,0,0,9
"906",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"907",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"908",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"909",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"910",1,0,0,0,0,0,1,1,1,0,0,0,0,3
"911",1,0,0,0,0,0,0,0,1,1,1,1,1,7
"912",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"913",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"914",1,1,1,1,1,0,0,0,0,0,0,0,0,3
"915",1,0,1,0,0,0,1,1,1,0,0,0,1,4
"916",0,1,1,0,0,0,1,1,1,0,0,0,0,4
"917",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"918",1,1,1,1,1,1,1,1,1,0,1,0,0,8
"919",0,1,0,0,1,1,1,1,1,0,0,0,1,6
"920",1,1,1,1,1,0,1,1,1,1,0,0,1,10
"921",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"922",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"923",1,1,0,0,0,0,1,1,1,1,0,0,0,4
"924",1,0,0,1,0,0,1,1,1,0,0,0,0,4
"925",1,1,1,1,1,1,1,1,1,0,0,0,0,6
"926",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"927",1,1,1,1,1,1,1,1,0,0,0,0,0,3
"928",1,1,1,1,1,1,1,1,1,1,1,1,1,2
"929",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"930",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"931",1,1,1,1,0,0,1,1,0,0,0,0,0,6
"932",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"933",1,0,0,0,0,0,0,1,0,0,0,0,0,3
"934",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"935",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"936",1,0,0,1,1,0,0,0,0,0,0,0,0,3
"937",1,1,1,1,1,1,1,1,1,0,1,0,0,13
"938",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"939",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"940",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"941",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"942",1,1,1,1,1,1,1,0,0,0,0,0,1,4
"943",0,1,1,1,1,1,1,1,1,1,1,0,1,4
"944",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"945",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"946",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"947",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"948",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"949",1,0,1,1,1,0,0,0,0,0,0,0,0,4
"950",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"951",1,0,1,1,1,1,1,1,1,1,1,1,1,4
"952",0,0,0,0,0,1,0,0,0,0,0,0,0,6
"953",1,0,1,0,1,1,1,1,0,0,1,0,0,3
"954",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"955",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"956",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"957",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"958",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"959",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"960",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"961",1,0,0,0,0,0,1,0,1,0,0,0,1,6
"962",0,0,0,0,0,0,0,0,0,0,0,0,1,7
"963",1,1,1,1,1,0,1,1,1,0,0,0,1,6
"964",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"965",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"966",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"967",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"968",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"969",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"970",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"971",1,0,0,0,0,0,1,1,1,0,0,0,0,7
"972",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"973",1,1,1,0,1,0,0,0,0,0,0,0,0,2
"974",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"975",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"976",1,0,1,0,0,0,1,1,0,0,0,0,1,4
"977",1,0,1,0,1,0,0,0,1,1,0,0,1,5
"978",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"979",1,1,1,1,1,1,1,1,1,0,1,0,1,4
"980",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"981",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"982",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"983",0,0,0,0,0,0,1,0,1,0,0,0,0,6
"984",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"985",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"986",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"987",1,0,0,0,1,0,1,1,1,1,1,0,0,3
"988",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"989",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"990",1,0,1,0,1,0,1,0,0,0,0,0,1,5
"991",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"992",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"993",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"994",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"995",1,1,1,1,1,1,1,1,1,1,1,1,0,3
"996",1,0,0,1,0,0,1,0,0,0,0,0,0,4
"997",1,0,1,0,0,0,1,0,1,0,0,0,0,4
"998",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"999",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1000",1,0,0,0,1,0,0,0,0,0,0,0,1,6
"1001",1,0,1,1,1,1,1,1,1,1,0,1,1,5
"1002",1,1,1,0,1,1,1,1,0,0,1,1,0,2
"1003",1,0,0,0,0,0,0,0,0,0,0,0,0,3
"1004",1,0,0,0,0,0,0,0,0,0,0,0,0,5
"1005",1,0,0,0,0,0,0,0,1,0,0,0,0,5
"1006",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1007",1,0,1,1,1,0,0,0,1,0,0,0,1,5
"1008",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1009",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1010",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1011",1,0,0,1,1,0,0,1,1,1,0,0,1,5
"1012",1,0,1,0,1,0,1,1,1,0,0,0,0,5
"1013",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1014",1,1,1,1,1,1,0,0,0,0,0,0,0,5
"1015",1,0,1,0,1,1,0,0,0,0,0,0,0,7
"1016",0,1,0,0,1,0,0,0,0,0,0,0,0,3
"1017",1,1,1,0,0,0,0,0,0,0,0,0,0,5
"1018",1,0,0,0,0,0,1,0,0,0,0,0,1,6
"1019",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1020",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1021",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1022",1,1,1,0,1,1,0,0,0,0,0,0,0,2
"1023",1,0,0,0,0,0,0,0,1,0,0,0,0,7
"1024",1,0,0,0,0,0,1,1,0,0,0,0,1,7
"1025",1,1,1,0,1,1,1,1,1,1,1,1,1,9
"1026",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1027",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1028",0,0,0,0,0,1,0,0,0,0,0,0,1,6
"1029",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1030",1,1,1,0,1,1,0,0,0,0,0,0,0,3
"1031",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"1032",1,1,1,0,1,1,1,1,1,0,0,1,1,3
"1033",0,0,0,0,0,0,0,0,0,0,0,0,1,3
"1034",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1035",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1036",1,1,1,1,1,1,1,1,1,1,1,0,1,5
"1037",1,0,1,1,1,1,1,1,1,1,1,1,0,3
"1038",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1039",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1040",1,0,1,0,0,0,1,0,0,0,0,0,1,5
"1041",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1042",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1043",1,1,1,0,0,1,0,0,1,0,0,0,1,5
"1044",1,1,1,1,1,1,1,1,1,1,0,1,0,4
"1045",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1046",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1047",1,1,1,1,1,1,1,1,0,0,1,0,0,4
"1048",0,0,0,0,0,0,0,0,0,0,0,0,0,8
"1049",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1050",0,0,1,0,0,1,0,0,0,0,0,0,1,7
"1051",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1052",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1053",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1054",1,1,1,1,1,1,1,1,1,0,0,0,0,4
"1055",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1056",1,0,1,0,0,0,0,0,0,0,0,0,0,3
"1057",0,0,0,0,0,0,0,0,0,0,0,0,1,10
"1058",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1059",1,0,1,0,0,0,0,0,0,0,0,0,1,4
"1060",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1061",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1062",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"1063",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1064",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1065",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1066",1,1,1,1,1,1,1,1,1,1,1,0,1,4
"1067",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1068",1,1,1,1,1,1,0,0,1,1,1,0,0,5
"1069",1,1,1,1,1,1,1,1,1,1,1,1,1,5
"1070",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1071",0,0,0,0,0,0,1,0,0,0,0,0,0,3
"1072",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1073",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1074",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1075",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1076",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1077",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1078",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1079",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1080",1,0,0,0,0,0,0,0,0,0,0,0,1,5
"1081",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1082",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1083",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1084",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1085",1,0,0,0,1,0,0,0,0,0,0,0,0,3
"1086",1,1,1,1,1,1,1,1,1,0,0,1,0,4
"1087",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1088",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1089",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"1090",1,1,1,1,1,1,1,1,0,0,0,0,1,3
"1091",0,0,0,0,0,0,0,0,0,0,0,0,1,9
"1092",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1093",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1094",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1095",1,1,1,1,1,1,1,1,1,0,0,1,0,3
"1096",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1097",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1098",1,0,1,0,0,0,1,1,1,0,0,0,0,5
"1099",1,1,0,1,1,1,1,0,0,0,0,0,0,3
"1100",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1101",1,1,1,0,1,0,1,1,1,1,1,0,0,5
"1102",1,1,1,1,1,0,1,1,1,1,1,0,0,3
"1103",1,0,0,0,0,0,0,0,0,0,0,0,1,6
"1104",1,0,0,1,0,0,1,0,0,0,0,0,0,4
"1105",0,0,1,0,0,0,0,0,0,0,0,0,0,4
"1106",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1107",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1108",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1109",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1110",1,0,1,0,0,0,1,1,1,0,1,0,1,5
"1111",1,1,0,1,1,0,1,0,0,0,0,0,0,5
"1112",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1113",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1114",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1115",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1116",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1117",1,0,0,0,0,0,1,1,1,0,0,0,0,5
"1118",0,0,0,0,0,0,0,1,1,0,0,0,0,4
"1119",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1120",1,1,1,1,1,0,1,1,1,1,1,1,0,10
"1121",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1122",1,0,1,1,0,0,0,0,0,0,0,0,0,4
"1123",1,0,0,0,1,1,0,0,0,0,0,0,0,4
"1124",1,1,1,0,1,1,1,1,1,0,0,0,1,12
"1125",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1126",1,1,1,1,1,1,1,1,1,1,0,1,0,7
"1127",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1128",0,0,1,0,0,0,1,1,0,0,0,0,0,5
"1129",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1130",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1131",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1132",1,0,0,0,0,0,1,1,0,0,0,0,0,5
"1133",1,0,1,1,0,0,1,1,1,1,1,1,1,7
"1134",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1135",1,0,0,0,0,0,0,0,1,0,0,0,0,4
"1136",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1137",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1138",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1139",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1140",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1141",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1142",1,0,1,1,1,1,1,1,1,1,0,0,0,5
"1143",0,0,0,0,0,0,0,0,0,0,0,0,0,7
"1144",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1145",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1146",1,0,1,0,0,0,1,0,1,0,0,0,1,4
"1147",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1148",1,0,0,1,0,0,0,0,0,0,0,0,1,5
"1149",1,1,1,1,0,0,1,0,0,0,0,0,1,6
"1150",1,1,1,1,0,0,0,0,0,0,0,0,1,5
"1151",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1152",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1153",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1154",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1155",1,1,1,1,1,1,1,1,1,1,1,1,0,4
"1156",1,0,1,0,0,0,1,1,1,0,0,0,0,4
"1157",1,0,1,0,1,0,1,0,1,1,0,0,0,5
"1158",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1159",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1160",0,1,1,1,0,0,0,0,1,0,0,0,1,6
"1161",1,0,0,0,0,0,0,0,0,0,0,0,0,4
"1162",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1163",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1164",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1165",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1166",1,1,1,1,1,1,1,1,1,1,0,0,0,7
"1167",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1168",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1169",0,0,0,0,0,0,0,0,0,0,0,0,1,5
"1170",1,1,1,1,1,1,1,1,1,1,1,1,1,3
"1171",1,0,1,0,0,0,1,1,1,0,0,0,0,3
"1172",1,1,0,1,0,1,1,1,1,0,0,0,0,4
"1173",0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1174",1,1,1,1,1,1,1,1,1,1,1,1,0,5
"1175",0,0,0,0,0,0,0,0,0,0,0,0,1,6
"1176",0,0,0,0,0,0,0,0,0,0,0,0,1,4
"1177",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1178",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1179",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1180",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1181",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1182",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1183",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1184",1,0,1,0,0,0,0,0,0,0,0,0,0,3
"1185",0,0,0,0,0,0,1,0,0,0,0,0,0,5
"1186",1,0,0,0,0,0,1,0,0,0,0,0,0,5
"1187",0,0,0,0,0,0,0,0,0,0,0,0,0,5
"1188",1,0,0,0,0,0,1,0,0,0,0,0,0,4
"1189",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1190",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1191",1,0,0,0,0,0,1,0,0,0,0,0,1,4
"1192",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1193",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1194",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1195",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1196",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1197",0,1,1,0,0,0,0,0,0,0,0,0,0,5
"1198",1,1,1,1,1,1,1,1,0,1,1,1,0,5
"1199",1,0,0,0,1,0,0,0,1,0,0,0,0,5
"1200",0,0,0,0,0,0,0,0,0,0,0,0,0,3
"1201",1,1,1,1,1,0,1,0,0,0,0,0,1,8
"1202",0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1203",1,1,1,1,1,1,1,1,1,1,0,0,1,7
"1204",0,0,0,0,0,0,0,0,0,0,0,0,0,9
"1205",0,0,0,0,0,0,1,0,0,0,0,0,0,4
"1206",1,0,1,1,1,0,1,1,1,0,0,0,0,4
"1207",1,0,1,0,0,0,1,1,1,0,0,0,0,2
"1208",0,0,0,0,0,0,0,0,0,0,0,0,0,6
"1209",1,0,0,0,0,0,1,0,0,0,0,0,0,3
"1210",0,0,0,0,0,0,0,0,0,0,0,0,0,4
